movieTitle,actor,profit,rating
"A Most Wanted Man","Homayoun Ershadi",21068890,6.5
Downsizing,"Hong Chau",-13537029,5.1
Rebound,"Horatio Sanz",-27507986,5.2
"The Lost Weekend","Howard Da Silva",9750000,7.7
"Mommie Dearest","Howard Da Silva",20032000,6.6
Kites,"Hrithik Roshan",7955193,5.9
"The Constant Gardener","Hubert Koundé",60801599,7.1
Iris,"Hugh Bonneville",80479,6.5
"Ella Enchanted","Hugh Dancy",-12086323,6.2
"Extreme Measures","Hugh Grant",-20621807,5.9
"Stuart Little 2","Hugh Laurie",46000000,5.6
"Cloud Atlas","Hugo Weaving",28673154,6.8
Strangerland,"Hugo Weaving",-9838903,5.2
Switchback,"Ian Nelson",-31495558,6
"The Boy Next Door","Ian Nelson",49401938,4.5
Pulse,"Ian Somerhalder",9741435,4.9
Torque,"Ice Cube",6176322,4.7
"Friday After Next","Ice Cube",23526835,6.1
Obsessed,"Idris Elba",53964713,5.6
Sisters,"Ike Barinholtz",76030660,5.9
"The Greatest Story Ever Told","Ina Balin",-4526667,6.4
Notorious,"Ingrid Bergman",22464742,7.9
"Midnight in the Garden of Good and Evil","Irma P. Hall",-9921063,6.4
"Instant Family","Isabela Moner",71736188,7.6
Ishtar,"Isabelle Adjani",-25624819,4.4
"Happy Death Day 2U","Israel Broussard",55187523,6.2
"Hollywood Ending","Ivan Martin",-1160617,6.5
"Head Over Heels","Ivana Milicevic",-3602635,5.6
"Never Let Me Go","Izzy Meikle-Small",-3826282,6.8
"3 Ninjas Kick Back","J. Evan Bonifant",-8255040,5
"Top Five","J.B. Smoove",14001741,6.2
"The Sitter","J.B. Smoove",13749404,5.5
"Spaced Invaders","J.J. Anderson",12000000,4.7
"United 93","J.J. Johnson",59635035,7.1
"The Golden Child","J.L. Reate",67817937,5.7
"Half Past Dead","Ja Rule",-5766720,4.8
Poseidon,"Jacinda Barrett",21674817,5.7
Bernie,"Jack Black",4106975,6.6
"Nacho Libre","Jack Black",67296462,5.6
"The Holiday","Jack Black",120190324,7
"The D Train","Jack Black",-2227634,4.6
"Sydney White","Jack Carpenter",-2863661,6.4
"Harold & Kumar Escape from Guantanamo Bay","Jack Conley",31353117,6.2
"Escape from Tomorrow","Jack Dalton",-478038,4.8
"The Wedding Date","Jack Davenport",32175038,6.5
"San Francisco","Jack Holt",3973000,6.9
"The Border","Jack Nicholson",-7381317,6.4
"The Bucket List","Jack Nicholson",129807445,7.1
"Anger Management","Jack Nicholson",139660942,6
"A Few Good Men","Jack Nicholson",203500000,7.4
"Something's Gotta Give","Jack Nicholson",186685242,6.5
Unbroken,"Jack O'Connell",98527824,7.4
"Escape from Alcatraz","Jack Thibeau",35000000,7.5
"Midnight in the Garden of Good and Evil","Jack Thompson",-9921063,6.4
"Dirty Work","Jack Warden",-2979919,6.4
"Donovan's Reef","Jack Warden",3914000,6.4
Willard,"Jackie Burroughs",-13117304,5.9
"The Forbidden Kingdom","Jackie Chan",74075270,6.4
"The Tuxedo","Jackie Chan",44429625,5.5
"Rush Hour","Jackie Chan",210300000,6.8
"Little Children","Jackie Earle Haley",121177,7.2
"The Hustler","Jackie Gleason",5600000,7.8
"Eyes Wide Shut","Jackie Sawiris",39267443,7.4
Room,"Jacob Tremblay",23262783,8.1
"Shut In","Jacob Tremblay",1360665,5.2
Traffic,"Jacob Vargas",160300000,7
"Tales from the Crypt: Demon Knight","Jada Pinkett Smith",9089146,6.5
"Girls Trip","Jada Pinkett Smith",112886353,6.8
Hancock,"Jae Head",474234272,6.2
"Starship Troopers","Jake Busey",21100000,6.8
"Velvet Buzzsaw","Jake Gyllenhaal",-21000000,5.3
Stronger,"Jake Gyllenhaal",-21213713,7
"Drinking Buddies","Jake Johnson",-92900,6
Aquamarine,"Jake McDorman",10978953,5.9
"Hotel for Dogs","Jake T. Austin",87357172,5.9
"Dawn of the Dead","Jake Weber",75452875,6.9
"The Haunting of Molly Hartley","Jake Weber",10318257,4.3
"The Master of Disguise","James Brolin",24363530,3.6
Emma,"James Cosmo",31931658,6.8
Braveheart,"James Cosmo",137045244,7.9
"Spirit: Stallion of the Cimarron","James Cromwell",26515310,7.6
"Babe: Pig in the City","James Cromwell",-10868140,5.4
"Master and Commander: The Far Side of the World","James D'Arcy",77912137,7.1
"Star Trek V: The Final Frontier","James Doohan",40200000,5.7
"Bridget Jones's Diary","James Faulkner",256527158,6.7
"A Passage to India","James Fox",-312347,6.9
"Reindeer Games","James Frain",-12639221,5.5
"Your Highness","James Franco",-23878362,5.3
"City By The Sea","James Franco",-17566085,5.8
"This Is the End","James Franco",94539117,6.2
Flyboys,"James Franco",-45183621,6.4
"In Dubious Battle","James Franco",-14785818,5.8
"Cop Car","James Freedson-Jackson",-4856342,5.8
"The Country Bears","James Gammon",-3011004,4.4
"The Drop","James Gandolfini",6454534,6.7
"Phantasm II","James Le Gros",4282851,6.3
Gossip,"James Marsden",-1408730,5.5
"Straw Dogs","James Marsden",-13746179,5.7
"The D Train","James Marsden",-2227634,4.6
"Superman Returns","James Marsden",142085065,5.5
"20,000 Leagues Under the Sea","James Mason",23200000,7
"Just Wright","James Pickens Jr.",9867665,6.2
"Wicked Blood","James Purefoy",-3500000,5.5
"The Son of No One","James Ransone",-13851422,5.1
"The Game","James Rebhorn",30369970,7.6
"What Lies Beneath","James Remar",198693989,6.3
"Renaissance Man","James Remar",-15827101,6.1
"Moby Dick","James Robertson Justice",5900000,6.9
Braveheart,"James Robinson",137045244,7.9
"The Watcher","James Spader",14267829,5.1
Supernova,"James Spader",-45183506,4.8
"The Man Who Shot Liberty Valance","James Stewart",4800000,7.7
"Straw Dogs","James Woods",-13746179,5.7
Videodrome,"James Woods",-3831561,7.3
"The Soloist","Jamie Foxx",-21477550,6.6
Annie,"Jamie Foxx",74829625,6.1
"Max Keeble's Big Move","Jamie Kennedy",5292381,5.5
"Beverly Hills Chihuahua","Jamie Lee Curtis",134218168,4.8
"My Girl","Jamie Lee Curtis",41511485,7.1
"Hey Arnold! The Movie","Jamil Walker Smith",3684949,5.6
Happiness,"Jane Adams",2746453,7.5
"Georgia Rule","Jane Fonda",819601,5.8
"Book Club","Jane Fonda",81310059,6.1
Sleepover,"Jane Lynch",-591817,5.5
"The Lost Weekend","Jane Wyman",9750000,7.7
"For Colored Girls","Janet Jackson",17017873,6.8
"Urban Legend","Jared Leto",58571864,5.7
"Requiem for a Dream","Jared Leto",2889233,8
Dogma,"Jared Pfennigwerth",33948865,6.9
"Dead Like Me: Life After Death","Jasmine Guy",-5000000,5.8
"He's Just Not That Into You","Jasmine Woods",141053657,6.4
Hancock,"Jason Bateman",474234272,6.2
Juno,"Jason Bateman",224450102,7
"American Wedding","Jason Biggs",71425115,6.1
"My Best Friend's Girl","Jason Biggs",14787111,5.6
Lawless,"Jason Clarke",28393687,7
"Public Enemies","Jason Clarke",109782709,6.6
"Diary of a Wimpy Kid: The Long Haul","Jason Drucker",13609577,5.7
"Clash of the Titans","Jason Flemyng",368214888,5.7
"The Tuxedo","Jason Isaacs",44429625,5.5
"Sweet November","Jason Isaacs",25754228,6.6
"Peter Pan","Jason Isaacs",-4744515,7.1
"The Patriot","Jason Isaacs",105300000,7
"Free Willy","Jason James Richter",133698625,6
Heartbreakers,"Jason Lee",19753825,5.9
"Almost Famous","Jason Lee",-12628809,7.5
"The Lost Boys","Jason Patric",23722567,6.9
"Freddy vs. Jason","Jason Ritter",89576403,5.8
"The Ballad of Cable Hogue","Jason Robards",1283054,7.1
War,"Jason Statham",15686409,6.1
"The One","Jason Statham",23689126,5.9
"Killer Elite","Jason Statham",-4590954,6.2
Race,"Jason Sudeikis",18745772,7.3
"April Fool's Day","Jay Baker",7947763,5.7
"Million Dollar Baby","Jay Baruchel",201928227,7.9
"This Is the End","Jay Baruchel",94539117,6.2
Crazy/Beautiful,"Jay Hernandez",6929123,6.5
Hostel,"Jay Hernandez",77441110,5.8
"Free Willy","Jayne Atkinson",133698625,6
"Return to Oz","Jean Marsh",-16381187,6.6
"Just Visiting","Jean Reno",-23827800,4.6
Ronin,"Jean Reno",15692101,6.9
Rollerball,"Jean Reno",-44147492,3.8
"Paint Your Wagon","Jean Seberg",11678778,6.4
"The Robe","Jean Simmons",31008303,6.4
"Snow Day","Jean Smart",49452927,5
"Nowhere to Run","Jean-Claude Van Damme",37189039,5.7
"San Francisco","Jeanette MacDonald",3973000,6.9
"Snow Angels","Jeannetta Arnette",-1085596,6.5
"Friday the 13th","Jeannine Taylor",59204601,6.3
"The Mirror Has Two Faces","Jeff Bridges",-732531,6.8
"8 Million Ways to Die","Jeff Bridges",-16694886,5.5
"White Squall","Jeff Bridges",-27770700,6.3
Tron,"Jeff Bridges",9918576,6.7
"Riding Giants","Jeff Clark",692333,8
"Because of Winn-Dixie","Jeff Daniels",18508485,6.2
"Tim and Eric's Billion Dollar Movie","Jeff Goldblum",-2776348,5.7
"Cats & Dogs","Jeff Goldblum",140700000,5.2
"Jurassic Park","Jeff Goldblum",975812584,7.9
"Surfer, Dude","Jeffrey Nordling",-5963503,4.3
"The D Train","Jeffrey Tambor",-2227634,4.6
Stepmom,"Jena Malone",109745279,7
"The Messenger","Jena Malone",-4755048,6.7
"The Missing","Jenna Boyd",-26746567,6.3
Edtv,"Jenna Byrne",-24680311,6
"200 Cigarettes","Jenni Blong",852450,5.9
"200 Cigarettes","Jennifer Albano",852450,5.9
"Love Happens","Jennifer Aniston",18133014,5.9
"Office Space","Jennifer Aniston",2179708,7.4
"Marley & Me","Jennifer Aniston",187812011,7.2
"Catch That Kid","Jennifer Beals",-1040386,5.3
"The Exorcism of Emily Rose","Jennifer Carpenter",126529078,6.4
"Little Children","Jennifer Connelly",121177,7.2
"Requiem for a Dream","Jennifer Connelly",2889233,8
"Dark Water","Jennifer Connelly",-10526907,5.4
"Dark City","Jennifer Connelly",257061,7.4
"Friday the 13th Part VI: Jason Lives","Jennifer Cooke",16472057,5.9
"Legally Blonde 2: Red, White & Blonde","Jennifer Coolidge",100339088,5.4
"The Master of Disguise","Jennifer Esposito",24363530,3.6
Daredevil,"Jennifer Garner",102782518,5.1
Juno,"Jennifer Garner",224450102,7
"The Odd Life of Timothy Green","Jennifer Garner",15249159,6.7
"The Hudsucker Proxy","Jennifer Jason Leigh",-25061851,7.2
Passengers,"Jennifer Lawrence",192239672,6.9
"The Back-Up Plan","Jennifer Lopez",40281179,6
"The Boy Next Door","Jennifer Lopez",49401938,4.5
Heartbreakers,"Jennifer Love Hewitt",19753825,5.9
"The Tuxedo","Jennifer Love Hewitt",44429625,5.5
"I Still Know What You Did Last Summer","Jennifer Love Hewitt",16020622,5.2
"Bride of Chucky","Jennifer Tilly",25692188,5.6
"Child's Play 2","Jenny Agutter",21166572,5.9
"Obvious Child","Jenny Slate",2324070,6.7
Alpha,"Jens Hultén",48624873,6
Solaris,"Jeremy Davies",-32029962,6
"War Horse","Jeremy Irvine",86815529,7.2
"The Statement","Jeremy Northam",-25454936,5.8
"The Singing Detective","Jeremy Northam",-7475253,5.5
"The Net","Jeremy Northam",88521733,5.8
PCU,"Jeremy Piven",-4666431,6.3
"The Brothers Grimm","Jeremy Robson",25299638,5.7
"Peter Pan","Jeremy Sumpter",-4744515,7.1
"Ride with the Devil","Jeremy W. Auman",-34369221,6.5
"Sorry to Bother You","Jermaine Fowler",15085560,6.9
Obsessed,"Jerry O'Connell",53964713,5.6
"Quest for Camelot","Jessalyn Gilsig",-1827500,6.9
Swimfan,"Jesse Bradford",24084228,5
Eulogy,"Jesse Bradford",-9929473,6.3
"Beauty and the Beast","Jesse Corti",418707031,7.7
"Sin City","Jessica Alba",118527918,7.4
"The Eye","Jessica Alba",45577765,5.6
"The Illusionist","Jessica Biel",67292062,7.2
"Blade: Trinity","Jessica Biel",66353165,5.7
"Joy Ride","Jessica Bowman",-1026818,6.4
Election,"Jessica Campbell",8702854,6.8
"Miss Sloane","Jessica Chastain",-10280370,7.5
Stung,"Jessica Cook",-2500000,5.1
"Cape Fear","Jessica Lange",147291969,7.2
"Happy Death Day 2U","Jessica Rothe",55187523,6.2
"Blonde Ambition","Jessica Simpson",-8462521,4.4
"Enough Said","Jessica St. Clair",17621449,6.7
"Two Night Stand","Jessica Szohr",-731919,6.5
Shaft,"Jessie T. Usher",-8741306,6.5
"The Forbidden Kingdom","Jet Li",74075270,6.4
War,"Jet Li",15686409,6.1
"Cradle 2 the Grave","Jet Li",31434942,5.8
"Kiss of the Dragon","Jet Li",11833473,6.6
"The One","Jet Li",23689126,5.9
"Beyond the Mat","Jim Bell",1547570,7.7
Iris,"Jim Broadbent",80479,6.5
"Cloud Atlas","Jim Broadbent",28673154,6.8
"Man on the Moon","Jim Carrey",-4592365,7.2
"The Number 23","Jim Carrey",45593167,6.4
"Fun with Dick and Jane","Jim Carrey",63018919,6
"The Little Vampire","Jim Carter",-8444012,6.1
"The Passion of the Christ","Jim Caviezel",597341924,7.1
"High Crimes","Jim Caviezel",21781100,6.2
"When the Game Stands Tall","Jim Caviezel",15138912,6.6
"The Tigger Movie","Jim Cummings",76147688,6.4
"Grudge Match","Jim Lampley",29807260,6
"A Mighty Wind","Jim Moret",12504539,6.9
"Beyond the Mat","Jim Ross",1547570,7.7
"Across the Universe","Jim Sturgess",-15632857,7.3
"Bless the Child","Jimmy Smits",435694,5
Face/Off,"Joan Allen",161200000,6.9
"Bringing Down the House","Joan Plowright",144675402,5.6
"Red River","Joanne Dru",6012000,7.3
"Clear and Present Danger","Joaquim de Almeida",145500000,6.6
"A Better Life","Joaquín Cosio",-8115749,7.1
Quills,"Joaquin Phoenix",-1767912,6.9
Signs,"Joaquin Phoenix",337566676,6.5
"Clay Pigeons","Joaquin Phoenix",-5743394,6.3
Poltergeist,"JoBeth Williams",111006019,7.1
"Across the Universe","Joe Anderson",-15632857,7.3
"The Crazies","Joe Anderson",37445534,6.2
Made,"Joe Goossen",476060,6.2
"Up Close & Personal","Joe Mantegna",40645801,6.2
"8 Heads in a Duffel Bag","Joe Pesci",1002884,5.1
"My Cousin Vinny","Joe Pesci",41929168,7.4
"See Spot Run","Joe Viterelli",27057552,4.8
"Analyze That","Joe Viterelli",-5005243,5.7
"The Odd Life of Timothy Green","Joel Edgerton",15249159,6.7
"Event Horizon","Joely Richardson",-33326758,6.4
"The Patriot","Joely Richardson",105300000,7
"American Splendor","Joey Krajcar",6685632,7.3
Alpha,"Jóhannes Haukur Jóhannesson",48624873,6
"Hellboy II: The Golden Army","John Alexander",77888063,6.7
Torque,"John Ashker",6176322,4.7
"Meet the Deedles","John Ashton",-19643874,4.1
"The Lord of the Rings: The Two Towers","John Bach",840699645,8.3
Sleeper,"John Beck",16344729,7.1
"A Nightmare on Elm Street 4: The Dream Master","John Beckman",36369899,5.8
"Nothing to Lose","John C. McGinley",39594061,6.5
"The Animal","John C. McGinley",33762229,4.7
"Holmes & Watson","John C. Reilly",-73395,4.3
"The Aviator","John C. Reilly",98370892,7.1
"Walk Hard: The Dewey Cox Story","John C. Reilly",-14393947,6.5
"Dark Water","John C. Reilly",-10526907,5.4
"She's Gotta Have It","John Canada Terrell",6962502,6.7
Spaceballs,"John Candy",15419483,6.8
"Love Happens","John Carroll Lynch",18133014,5.9
"The Marine","John Cena",7165608,5.4
Columbus,"John Cho",410511,7.2
"Harold & Kumar Escape from Guantanamo Bay","John Cho",31353117,6.2
"All Saints","John Corbett",3941994,6.1
"The Boy Next Door","John Corbett",49401938,4.5
"City Hall","John Cusack",-19721945,6.1
"Midnight in the Garden of Good and Evil","John Cusack",-9921063,6.4
"Martian Child","John Cusack",-17647911,6.7
Identity,"John Cusack",54183683,7.2
"The Family","John D'Leo",21078541,6.2
"Jason Goes to Hell: The Final Friday","John D. LeMay",12935068,4.3
"The Tigger Movie","John Fiedler",76147688,6.4
"The Trouble with Harry","John Forsythe",5800000,7
"Gremlins 2: The New Batch","John Glover",-8523903,6.4
"Bringing Out the Dead","John Goodman",-15359790,6.7
"The Mummy Returns","John Hannah",337040395,6.2
"Me and You and Everyone We Know","John Hawkes",7615464,7.2
Identity,"John Hawkes",54183683,7.2
"The Remains of the Day","John Haycraft",48954968,7.6
"Cat People","John Heard",8500000,5.9
Hellboy,"John Hurt",39823958,6.6
"Heaven's Gate","John Hurt",-40515477,6.7
"The Ghost and the Darkness","John Kani",-16435578,6.7
"Tales from the Crypt: Demon Knight","John Kassir",9089146,6.5
"Away We Go","John Krasinski",-10891984,6.8
Empire,"John Leguizamo",14995444,6.4
"Titan A.E.","John Leguizamo",-38248021,6.5
"Executive Decision","John Leguizamo",67079192,6.1
"Super Mario Bros.","John Leguizamo",-21155093,4.1
Footloose,"John Lithgow",71800000,6.6
"Miss Sloane","John Lithgow",-10280370,7.5
War,"John Lone",15686409,6.1
"Bird Box","John Malkovich",-19800000,7
"Midnight Cowboy","John McGiver",41185053,7.6
"Crocodile Dundee","John Meillon",319403506,6.3
"Good Will Hunting","John Mighton",215925989,8.1
Breathless,"John P. Ryan",12910002,5.8
"White Squall","John Savage",-27770700,6.3
Phenomenon,"John Travolta",120036382,6.3
Face/Off,"John Travolta",161200000,6.9
"Lucky Numbers","John Travolta",-54985766,4.9
"Mad City","John Travolta",-39438962,6.1
Monkeybone,"John Turturro",-69590483,4.4
"Mr. Deeds","John Turturro",121269535,5.7
"Inside Deep Throat","John Waters",-1308120,6.7
"Donovan's Reef","John Wayne",3914000,6.4
"Red River","John Wayne",6012000,7.3
"The Man Who Shot Liberty Valance","John Wayne",4800000,7.7
"The Ladies Man","John Witherspoon",2719474,5.2
"Friday After Next","John Witherspoon",23526835,6.1
"Fear and Loathing in Las Vegas","Johnny Depp",-4788097,7.2
"Public Enemies","Johnny Depp",109782709,6.6
"Action Point","Johnny Knoxville",-13896325,5.2
"Jennifer's Body","Johnny Simmons",15943401,5.4
"Hotel for Dogs","Johnny Simmons",87357172,5.9
Aquamarine,JoJo,10978953,5.9
"Baby Driver","Jon Bernthal",194104185,7.4
Made,"Jon Favreau",476060,6.2
PCU,"Jon Favreau",-4666431,6.3
Swingers,"Jon Favreau",6418578,6.9
"Baby Driver","Jon Hamm",194104185,7.4
"The Ten","Jon Hamm",-4463323,5
Happiness,"Jon Lovitz",2746453,7.5
"Midnight Cowboy","Jon Voight",41185053,7.6
Choke,"Jonah Bobo",724277,6.2
"This Is the End","Jonah Hill",94539117,6.2
"Strange Wilderness","Jonah Hill",-13052916,5
"The Sitter","Jonah Hill",13749404,5.5
Jumanji,"Jonathan Hyde",197758310,7.2
Venom,"Jonathan Jackson",-24118255,4.9
"The Deep End of the Ocean","Jonathan Jackson",-26491365,6.2
"Stuart Little 2","Jonathan Lipnicki",46000000,5.6
"The Little Vampire","Jonathan Lipnicki",-8444012,6.1
"August Rush","Jonathan Rhys Meyers",40882103,7.3
"Ghost Town","Jordan Carlos",9958228,6.4
"Death Sentence","Jordan Garrett",-3092169,6.5
"The Faculty","Jordana Brewster",25283321,6.3
"Bad Boys II","Jordi Mollà",143271982,6.4
"The Ridiculous 6","Jorge Garcia",-60000000,5
Foolproof,"Joris Jarsky",-5378979,6.3
"Hot Rod","Jorma Taccone",-10665599,6.3
"Land of the Lost","Jorma Taccone",-30451359,5.4
Dune,"José Ferrer",-17552529,6.4
"A Better Life","José Julián",-8115749,7.1
"Beverly Hills Chihuahua","José María Yazpik",134218168,4.8
"Ghost Town","Joseph Badalucco Jr.",9958228,6.4
"Howards End","Joseph Bennett",18317943,7.2
Strangerland,"Joseph Fiennes",-9838903,5.2
"Premium Rush","Joseph Gordon-Levitt",-3606799,6.2
Stop-Loss,"Joseph Gordon-Levitt",-13770965,6.2
"Jaws 2","Joseph Mascolo",188900376,5.9
"The Intruder","Joseph Sikora",28371584,6.4
"Cadillac Records","Josh Alscher",-3057484,7.1
"What Men Want","Josh Brener",49911903,5.9
Milk,"Josh Brolin",37293371,7.3
"Hail, Caesar!","Josh Brolin",42160680,5.9
"Dead Poets Society","Josh Charles",223100000,8.3
Turistas,"Josh Duhamel",4321070,5.3
Misconduct,"Josh Duhamel",-8647489,5.5
Jobs,"Josh Gad",25402515,6.1
"Wicker Park","Josh Hartnett",-8422924,6.7
"Black Hawk Down","Josh Hartnett",64691085,7.3
"The Faculty","Josh Hartnett",25283321,6.3
"American Splendor","Josh Hutcherson",6685632,7.3
Poseidon,"Josh Lucas",21674817,5.7
"The Wackness","Josh Peck",-2669988,6.4
"Timber Falls","Josh Randall",-2528752,5.3
Max,"Josh Wiggins",23658157,6.8
"The Blair Witch Project","Joshua Leonard",247700000,6.2
"The First Time","Joshua Malina",-1982939,7
"The Florida Project","Josie Olivo",9295324,7.4
Fences,"Jovan Adepo",40282881,6.8
"About Last Night","Joy Bryant",37445860,6
"Cop Out","Juan Carlos Hernández",18909910,5.4
"The Forbidden Kingdom","Juana Collignon",74075270,6.4
"Ordinary People","Judd Hirsch",46302978,7.6
"The Holiday","Jude Law",120190324,7
Iris,"Judi Dench",80479,6.5
"Night of the Living Dead","Judith O'Dea",29973064,7.7
"A Passage to India","Judy Davis",-312347,6.9
"Enough Said","Julia Louis-Dreyfus",17621449,6.7
"My Week with Marilyn","Julia Ormond",24240572,6.7
Sabrina,"Julia Ormond",29100000,6.2
"First Knight","Julia Ormond",52361412,6
Stepmom,"Julia Roberts",109745279,7
"Conspiracy Theory","Julia Roberts",62783718,6.5
Hook,"Julia Roberts",230854823,6.8
"The Bourne Supremacy","Julia Stiles",226001124,7.3
"Down to You","Julia Stiles",11035310,5
"The Bourne Ultimatum","Julia Stiles",314043396,7.4
"The Book Thief","Julian Lehmann",57086711,7.5
"Leaving Las Vegas","Julian Sands",45800000,7.2
Evolution,"Julianne Moore",18341932,5.9
Assassins,"Julianne Moore",33306268,6.2
"The Kids Are All Right","Julianne Moore",32275469,6.5
"The Fugitive","Julianne Moore",309715317,7.4
Psycho,"Julianne Moore",17226218,5.1
"The Love Letter","Julianne Nicholson",-5989020,5.6
"I, Tonya","Julianne Nicholson",42797409,7.5
"Doctor Zhivago","Julie Christie",101036323,7.6
Harper,"Julie Harris",8500000,6.6
"Cape Fear","Juliette Lewis",147291969,7.2
"Menace II Society","June Kyoto Lu",24231527,7.4
Waiting...,"Justin Long",17548274,6.3
"On the Basis of Sex","Justin Theroux",18803610,7.5
Sultan,"Kabir Khan",61989781,7.1
"Harold & Kumar Escape from Guantanamo Bay","Kal Penn",31353117,6.2
"Jason Goes to Hell: The Final Friday","Kane Hodder",12935068,4.3
Kites,"Kangana Ranaut",7955193,5.9
"Jason Goes to Hell: The Final Friday","Kari Keegan",12935068,4.3
"Eight Legged Freaks","Kari Wuhrer",6722311,5.4
"Night of the Living Dead","Karl Hardman",29973064,7.7
"The Ladies Man","Karyn Parsons",2719474,5.2
"The Matrix Revolutions","Kate Beahan",277300260,6.6
"The Aviator","Kate Beckinsale",98370892,7.1
"Snow Angels","Kate Beckinsale",-1085596,6.5
Choke,"Kate Blumberg",724277,6.2
"Straw Dogs","Kate Bosworth",-13746179,5.7
"Superman Returns","Kate Bosworth",142085065,5.5
Swimfan,"Kate Burton",24084228,5
"The Love Letter","Kate Capshaw",-5989020,5.6
"Black Rain","Kate Capshaw",15892212,6.5
"The Witch","Kate Dickie",36954520,6.6
Gossip,"Kate Hudson",-1408730,5.5
"Bride Wars","Kate Hudson",85150424,6.1
"Almost Famous","Kate Hudson",-12628809,7.5
"My Best Friend's Girl","Kate Hudson",14787111,5.6
"The Prince of Tides","Kate Nelligan",44787599,6.6
"The Life of David Gale","Kate Winslet",-21079812,7.4
Quills,"Kate Winslet",-1767912,6.9
Iris,"Kate Winslet",80479,6.5
"Little Children","Kate Winslet",121177,7.2
"The Holiday","Kate Winslet",120190324,7
"Escape from Tomorrow","Katelynn Rodriguez",-478038,4.8
"Rugrats Go Wild","Kath Soucie",30443032,5.6
"Shark Night 3D","Katharine McPhee",-6122847,5
"What Lies Beneath","Katharine Towne",198693989,6.3
"The Nut Job","Katherine Heigl",92529966,5.7
"The Ugly Truth","Katherine Heigl",167298907,6.5
"Bride of Chucky","Katherine Heigl",25692188,5.6
"Event Horizon","Kathleen Quinlan",-33326758,6.4
"Serial Mom","Kathleen Turner",-5118665,6.6
"Baby Geniuses","Kathleen Turner",14151490,3.7
"Marley & Me","Kathleen Turner",187812011,7.2
Witchboard,"Kathleen Wilhoite",5369373,5.9
Choke,"Kathryn Alexander",724277,6.2
"A Bad Moms Christmas","Kathryn Hahn",99710550,6.3
"The D Train","Kathryn Hahn",-2227634,4.6
"Machine Gun Preacher","Kathy Baker",-26278012,6.5
"Little Black Book","Kathy Bates",-8241629,5.3
Tammy,"Kathy Bates",76407655,5.2
"Monte Carlo","Katie Cassidy",19686769,6.3
"When a Stranger Calls","Katie Cassidy",52215435,5.6
"First Daughter","Katie Holmes",-19580916,5.8
"In Dreams","Katie Sagona",-17982631,5.5
"Jab Tak Hai Jaan","Katrina Kaif",-3393334,7
"Chain Reaction","Keanu Reeves",5209334,5.5
"Sweet November","Keanu Reeves",25754228,6.6
"The Watcher","Keanu Reeves",14267829,5.1
"Point Break","Keanu Reeves",59531958,7.1
"Something's Gotta Give","Keanu Reeves",186685242,6.5
Platoon,"Keith David",131978395,7.7
"What Men Want","Kellan Lutz",49911903,5.9
"The Marine","Kelly Carlson",7165608,5.4
"Cradle 2 the Grave","Kelly Hu",31434942,5.8
Virtuosity,"Kelly Lynch",-6001774,5.5
"The Cat in the Hat","Kelly Preston",24818283,5.1
"Death Sentence","Kelly Preston",-3092169,6.5
"Sky High","Kelly Preston",48109359,6
"Heaven is for Real","Kelly Reilly",88916299,6.3
"The Black Stallion","Kelly Reno",35099643,7.1
"Swing Vote","Kelsey Grammer",-3410133,5.7
Fireproof,"Ken Bevel",32973297,7
"Freddy vs. Jason","Ken Kirzinger",89576403,5.8
"Rush Hour","Ken Leung",210300000,6.8
"The Tigger Movie","Ken Sansom",76147688,6.4
"Black Rain","Ken Takakura",15892212,6.5
"My Week with Marilyn","Kenneth Branagh",24240572,6.7
"The Road to El Dorado","Kenneth Branagh",-29300000,7.1
Malone,"Kenneth McMillan",-7000000,6.5
"The Beast from 20,000 Fathoms","Kenneth Tobey",4790000,6.7
"The Replacement Killers","Kenneth Tsang",-10964259,6
"August Rush","Keri Russell",40882103,7.3
"Final Destination","Kerr Smith",89036870,6.5
"Friday the 13th Part VI: Jason Lives","Kerry Noonan",16472057,5.9
"I Think I Love My Wife","Kerry Washington",-794589,5.2
Footloose,"Kevin Bacon",71800000,6.6
Sleepers,"Kevin Bacon",121600852,7.5
"Cop Car","Kevin Bacon",-4856342,5.8
"Death Sentence","Kevin Bacon",-3092169,6.5
"A Few Good Men","Kevin Bacon",203500000,7.4
"Swing Vote","Kevin Costner",-3410133,5.7
"Dances with Wolves","Kevin Costner",405200000,7.8
"Wyatt Earp","Kevin Costner",-37948000,6.6
"The Bodyguard","Kevin Costner",385899039,6.5
"The Untouchables","Kevin Costner",51270454,7.8
Waterworld,"Kevin Costner",89246220,6
"About Last Night","Kevin Hart",37445860,6
"Kevin Hart: What Now?","Kevin Hart",13591043,6.6
"Strange Wilderness","Kevin Heffernan",-13052916,5
"The Emperor's Club","Kevin Kline",3693713,7
"The Road to El Dorado","Kevin Kline",-29300000,7.1
"Remember Me","Kevin P. McCarthy",40506120,7
TMNT,"Kevin Smith",61096018,5.9
"Midnight in the Garden of Good and Evil","Kevin Spacey",-9921063,6.4
"The Negotiator","Kevin Spacey",-894234,7
"A Time to Kill","Kevin Spacey",112266007,7.2
"Superman Returns","Kevin Spacey",142085065,5.5
"The Life of David Gale","Kevin Spacey",-21079812,7.4
"Air Bud","Kevin Zegers",24788649,5.3
"Teen Titans Go! To the Movies","Khary Payton",41620593,7
"Two Night Stand","Kid Cudi",-731919,6.5
